;ep;fr;flow
0;1.0;1.0;-20.293964385986328
1;1.0;2.0;-18.033985137939453
2;1.0;3.0;-19.225908279418945
3;1.0;4.0;-18.514873504638672
4;1.0;5.0;-18.491605758666992
5;1.0;6.0;-18.34771728515625
6;1.0;7.0;-18.745634078979492
7;1.0;8.0;-17.948619842529297
8;1.0;9.0;-16.9202938079834
9;1.0;10.0;-18.392972946166992
10;1.0;11.0;-16.72089195251465
11;1.0;12.0;-17.874088287353516
12;1.0;13.0;-16.46221923828125
13;1.0;14.0;-16.569887161254883
14;1.0;15.0;-16.594980239868164
15;1.0;16.0;-15.447327613830566
16;1.0;17.0;-15.998571395874023
17;1.0;18.0;-15.385345458984375
18;1.0;19.0;-15.119734764099121
19;1.0;20.0;-15.65869140625
20;1.0;21.0;-14.170022964477539
21;1.0;22.0;-14.34420394897461
22;1.0;23.0;-13.947566986083984
23;1.0;24.0;-13.275959968566895
24;1.0;25.0;-13.109209060668945
25;1.0;26.0;-13.480297088623047
26;1.0;27.0;-12.838980674743652
27;1.0;28.0;-12.89307975769043
28;1.0;29.0;-13.482857704162598
29;1.0;30.0;-12.620362281799316
30;1.0;31.0;-12.952375411987305
31;1.0;32.0;-12.703862190246582
32;1.0;33.0;-12.132518768310547
33;1.0;34.0;-12.366939544677734
34;1.0;35.0;-11.783133506774902
35;1.0;36.0;-12.166412353515625
36;1.0;37.0;-12.243318557739258
37;1.0;38.0;-11.217048645019531
38;1.0;39.0;-11.026687622070312
39;1.0;40.0;-11.27082347869873
40;1.0;41.0;-10.747882843017578
41;1.0;42.0;-10.844701766967773
42;1.0;43.0;-11.103373527526855
43;1.0;44.0;-10.405560493469238
44;1.0;45.0;-10.562716484069824
45;1.0;46.0;-10.323062896728516
46;1.0;47.0;-10.285680770874023
47;1.0;48.0;-10.696364402770996
48;1.0;49.0;-9.89338493347168
49;1.0;50.0;-10.497689247131348
50;1.0;51.0;-9.962064743041992
51;1.0;52.0;-9.916709899902344
52;1.0;53.0;-11.221882820129395
53;1.0;54.0;-11.088913917541504
54;1.0;55.0;-10.967299461364746
55;1.0;56.0;-11.561739921569824
56;1.0;57.0;-11.383164405822754
57;1.0;58.0;-10.90766716003418
58;1.0;59.0;-11.610953330993652
59;1.0;60.0;-11.373746871948242
60;1.0;61.0;-12.156280517578125
61;1.0;62.0;-12.505623817443848
62;1.0;63.0;-12.612940788269043
63;1.0;64.0;-13.132577896118164
64;1.0;65.0;-12.961999893188477
65;1.0;66.0;-13.782776832580566
66;1.0;67.0;-13.136392593383789
67;1.0;68.0;-14.323248863220215
68;1.0;69.0;-13.982366561889648
69;1.0;70.0;-14.740325927734375
70;1.0;71.0;-14.400240898132324
71;1.0;72.0;-14.728177070617676
72;1.0;73.0;-15.001395225524902
73;1.0;74.0;-14.760774612426758
74;1.0;75.0;-15.958372116088867
75;1.0;76.0;-16.384483337402344
76;1.0;77.0;-16.064104080200195
77;1.0;78.0;-16.696683883666992
78;1.0;79.0;-16.615339279174805
79;1.0;80.0;-16.77866554260254
80;1.0;81.0;-17.675077438354492
81;1.0;82.0;-17.811199188232422
82;1.0;83.0;-17.412832260131836
83;1.0;84.0;-19.677291870117188
84;1.0;85.0;-17.865068435668945
85;1.0;86.0;-19.128145217895508
86;1.0;87.0;-19.702632904052734
87;1.0;88.0;-18.634523391723633
88;1.0;89.0;-19.884592056274414
89;1.0;90.0;-19.5124454498291
90;1.0;91.0;-20.360946655273438
91;1.0;92.0;-20.01462745666504
92;1.0;93.0;-19.015026092529297
93;1.0;94.0;-19.056621551513672
94;1.0;95.0;-19.32865333557129
95;1.0;96.0;-19.16681671142578
96;1.0;97.0;-19.31840705871582
97;1.0;98.0;-19.270782470703125
98;1.0;99.0;-19.62139320373535
99;1.0;100.0;-18.87520408630371
100;1.0;101.0;-17.904611587524414
101;1.0;102.0;-19.233003616333008
102;1.0;103.0;-19.32668113708496
103;1.0;104.0;-17.10312271118164
104;1.0;105.0;-19.026689529418945
105;1.0;106.0;-16.66571044921875
106;1.0;107.0;-17.351512908935547
107;1.0;108.0;-18.5765380859375
108;1.0;109.0;-16.783796310424805
109;1.0;110.0;-16.23505401611328
110;1.0;111.0;-16.302364349365234
111;1.0;112.0;-16.282501220703125
112;1.0;113.0;-16.8135929107666
113;1.0;114.0;-16.0530948638916
114;1.0;115.0;-15.695514678955078
115;1.0;116.0;-16.18263053894043
116;1.0;117.0;-16.061887741088867
117;1.0;118.0;-15.5689058303833
118;1.0;119.0;-14.632835388183594
119;1.0;120.0;-14.361443519592285
120;1.0;121.0;-15.52994155883789
121;1.0;122.0;-14.50938606262207
122;1.0;123.0;-14.334309577941895
123;1.0;124.0;-15.560150146484375
124;1.0;125.0;-13.937469482421875
125;1.0;126.0;-13.780862808227539
126;1.0;127.0;-13.178815841674805
127;1.0;128.0;-13.259313583374023
128;1.0;129.0;-13.341355323791504
129;1.0;130.0;-13.62720775604248
130;1.0;131.0;-13.36902141571045
131;1.0;132.0;-13.723881721496582
132;1.0;133.0;-12.983295440673828
133;1.0;134.0;-13.251686096191406
134;1.0;135.0;-12.615215301513672
135;1.0;136.0;-11.823416709899902
136;1.0;137.0;-12.718656539916992
137;1.0;138.0;-11.736286163330078
138;1.0;139.0;-11.721803665161133
139;1.0;140.0;-11.848509788513184
140;1.0;141.0;-11.919329643249512
141;1.0;142.0;-11.389501571655273
142;1.0;143.0;-10.983749389648438
143;1.0;144.0;-10.918997764587402
144;1.0;145.0;-11.78255844116211
145;1.0;146.0;-11.164091110229492
146;1.0;147.0;-10.980937957763672
147;1.0;148.0;-11.831418991088867
148;1.0;149.0;-11.476808547973633
149;1.0;150.0;-10.516470909118652
150;1.0;151.0;-9.80893325805664
151;1.0;152.0;-10.979360580444336
152;1.0;153.0;-10.417616844177246
153;1.0;154.0;-11.385396003723145
154;1.0;155.0;-10.464106559753418
155;1.0;156.0;-10.993977546691895
156;1.0;157.0;-10.7822265625
157;1.0;158.0;-10.452056884765625
158;1.0;159.0;-10.395377159118652
159;1.0;160.0;-10.428595542907715
160;1.0;161.0;-11.016562461853027
161;1.0;162.0;-11.182206153869629
162;1.0;163.0;-11.876179695129395
163;1.0;164.0;-11.713050842285156
164;1.0;165.0;-13.124926567077637
165;1.0;166.0;-12.8851900100708
166;1.0;167.0;-11.721718788146973
167;1.0;168.0;-11.559467315673828
168;1.0;169.0;-11.82060718536377
169;1.0;170.0;-11.866514205932617
170;1.0;171.0;-12.777849197387695
171;1.0;172.0;-13.323122024536133
172;1.0;173.0;-13.82243824005127
173;1.0;174.0;-12.076925277709961
174;1.0;175.0;-11.973708152770996
175;1.0;176.0;-12.668145179748535
176;1.0;177.0;-12.546231269836426
177;1.0;178.0;-14.788115501403809
178;1.0;179.0;-13.621318817138672
179;1.0;180.0;-14.401865005493164
180;1.0;181.0;-14.11755084991455
181;1.0;182.0;-13.36839485168457
182;1.0;183.0;-13.740522384643555
183;1.0;184.0;-13.902444839477539
184;1.0;185.0;-15.15502643585205
185;1.0;186.0;-14.733955383300781
186;1.0;187.0;-14.885488510131836
187;1.0;188.0;-16.58722496032715
188;1.0;189.0;-13.671160697937012
189;1.0;190.0;-14.562707901000977
190;1.0;191.0;-15.668493270874023
191;1.0;192.0;-15.22313117980957
192;1.0;193.0;-15.393458366394043
193;1.0;194.0;-15.935729026794434
194;1.0;195.0;-15.546577453613281
195;1.0;196.0;-15.475111961364746
196;1.0;197.0;-16.20886993408203
197;1.0;198.0;-15.152447700500488
198;1.0;199.0;-16.219696044921875
199;1.0;200.0;-15.540324211120605
200;1.0;201.0;-15.775296211242676
201;1.0;202.0;-17.14020538330078
202;1.0;203.0;-16.54489517211914
203;1.0;204.0;-16.441110610961914
204;1.0;205.0;-15.443693161010742
205;1.0;206.0;-15.639205932617188
206;1.0;207.0;-17.116687774658203
207;1.0;208.0;-17.84654426574707
208;1.0;209.0;-15.657440185546875
209;1.0;210.0;-16.42001724243164
210;1.0;211.0;-15.628422737121582
211;1.0;212.0;-15.581178665161133
212;1.0;213.0;-13.589752197265625
213;1.0;214.0;-14.160512924194336
214;1.0;215.0;-14.669550895690918
215;1.0;216.0;-16.871797561645508
216;1.0;217.0;-15.27235221862793
217;1.0;218.0;-16.276674270629883
218;1.0;219.0;-15.405335426330566
219;1.0;220.0;-15.798049926757812
220;1.0;221.0;-14.183554649353027
221;1.0;222.0;-13.065652847290039
222;1.0;223.0;-13.824568748474121
223;1.0;224.0;-14.6056547164917
224;1.0;225.0;-14.595867156982422
225;1.0;226.0;-13.258097648620605
226;1.0;227.0;-14.063517570495605
227;1.0;228.0;-13.996126174926758
228;1.0;229.0;-14.620048522949219
229;1.0;230.0;-13.781298637390137
230;1.0;231.0;-13.691818237304688
231;1.0;232.0;-12.93385124206543
232;1.0;233.0;-13.82052230834961
233;1.0;234.0;-13.863489151000977
234;1.0;235.0;-13.366206169128418
235;1.0;236.0;-14.070984840393066
236;1.0;237.0;-12.470458030700684
237;1.0;238.0;-13.35773754119873
238;1.0;239.0;-13.169591903686523
239;1.0;240.0;-13.196237564086914
240;1.0;241.0;-14.330432891845703
241;1.0;242.0;-13.33520793914795
242;1.0;243.0;-13.767898559570312
243;1.0;244.0;-12.58092975616455
244;1.0;245.0;-13.854089736938477
245;1.0;246.0;-13.793792724609375
246;1.0;247.0;-14.40279769897461
247;1.0;248.0;-13.99209976196289
248;1.0;249.0;-15.111625671386719
249;1.0;250.0;-15.027138710021973
250;1.0;251.0;-14.03905963897705
251;1.0;252.0;-14.349164962768555
252;1.0;253.0;-13.29232406616211
253;1.0;254.0;-12.805127143859863
254;1.0;255.0;-14.469988822937012
255;1.0;256.0;-15.03660774230957
256;1.0;257.0;-14.24573040008545
257;1.0;258.0;-14.738103866577148
258;1.0;259.0;-14.500325202941895
259;1.0;260.0;-14.759557723999023
260;1.0;261.0;-14.998995780944824
261;1.0;262.0;-13.481062889099121
262;1.0;263.0;-14.717913627624512
263;1.0;264.0;-15.406562805175781
264;1.0;265.0;-15.276528358459473
265;1.0;266.0;-13.976466178894043
266;1.0;267.0;-14.521697998046875
267;1.0;268.0;-15.09013843536377
268;1.0;269.0;-13.30444049835205
269;1.0;270.0;-13.783489227294922
270;1.0;271.0;-14.760058403015137
271;1.0;272.0;-14.723052024841309
272;1.0;273.0;-14.934551239013672
273;1.0;274.0;-15.174342155456543
274;1.0;275.0;-14.288111686706543
275;1.0;276.0;-14.376978874206543
276;1.0;277.0;-14.576704025268555
277;1.0;278.0;-14.426587104797363
278;1.0;279.0;-14.59317684173584
279;1.0;280.0;-15.927322387695312
280;1.0;281.0;-15.040921211242676
281;1.0;282.0;-16.079853057861328
282;1.0;283.0;-15.334456443786621
283;1.0;284.0;-14.663671493530273
284;1.0;285.0;-15.611090660095215
285;1.0;286.0;-14.880867958068848
286;1.0;287.0;-14.129392623901367
287;1.0;288.0;-14.076669692993164
288;1.0;289.0;-15.254661560058594
289;1.0;290.0;-15.068388938903809
290;1.0;291.0;-14.617755889892578
291;1.0;292.0;-14.440266609191895
292;1.0;293.0;-14.608251571655273
293;1.0;294.0;-14.820104598999023
294;1.0;295.0;-14.532723426818848
295;1.0;296.0;-12.741957664489746
296;1.0;297.0;-13.521267890930176
297;1.0;298.0;-15.193582534790039
298;1.0;299.0;-13.347513198852539
299;1.0;300.0;-13.059869766235352
300;1.0;301.0;-14.497335433959961
301;1.0;302.0;-11.154987335205078
302;1.0;303.0;-12.624512672424316
303;1.0;304.0;-11.655253410339355
304;1.0;305.0;-11.785207748413086
305;1.0;306.0;-14.447099685668945
306;1.0;307.0;-12.147974014282227
307;1.0;308.0;-12.688775062561035
308;1.0;309.0;-13.560258865356445
309;1.0;310.0;-10.272804260253906
310;1.0;311.0;-11.611296653747559
311;1.0;312.0;-12.107558250427246
312;1.0;313.0;-12.336812973022461
313;1.0;314.0;-13.005756378173828
314;1.0;315.0;-11.924519538879395
315;1.0;316.0;-11.651473999023438
316;1.0;317.0;-12.721878051757812
317;1.0;318.0;-11.373591423034668
318;1.0;319.0;-10.902090072631836
319;1.0;320.0;-11.378609657287598
320;1.0;321.0;-12.166086196899414
321;1.0;322.0;-10.88731861114502
322;1.0;323.0;-11.327032089233398
323;1.0;324.0;-12.142120361328125
324;1.0;325.0;-11.947303771972656
325;1.0;326.0;-11.557762145996094
326;1.0;327.0;-10.421632766723633
327;1.0;328.0;-10.556851387023926
328;1.0;329.0;-11.447617530822754
329;1.0;330.0;-11.388688087463379
330;1.0;331.0;-11.106609344482422
331;1.0;332.0;-11.884157180786133
332;1.0;333.0;-11.340880393981934
333;1.0;334.0;-10.405533790588379
334;1.0;335.0;-10.512367248535156
335;1.0;336.0;-11.254464149475098
336;1.0;337.0;-11.47235107421875
337;1.0;338.0;-10.59193229675293
338;1.0;339.0;-10.690174102783203
339;1.0;340.0;-10.128725051879883
340;1.0;341.0;-10.16459846496582
341;1.0;342.0;-8.045988082885742
342;1.0;343.0;-7.691066741943359
343;1.0;344.0;-9.428288459777832
344;1.0;345.0;-8.355916023254395
345;1.0;346.0;-7.849261283874512
346;1.0;347.0;-7.6240339279174805
347;1.0;348.0;-7.580356597900391
348;1.0;349.0;-7.23419189453125
349;1.0;350.0;-7.051845550537109
350;1.0;351.0;-6.830021858215332
351;1.0;352.0;-6.880476951599121
352;1.0;353.0;-7.333102226257324
353;1.0;354.0;-7.0586090087890625
354;1.0;355.0;-6.789981842041016
355;1.0;356.0;-7.592709064483643
356;1.0;357.0;-7.568431854248047
357;1.0;358.0;-8.13853931427002
358;1.0;359.0;-7.454071521759033
359;1.0;360.0;-7.520961761474609
360;1.0;361.0;-8.140398979187012
361;1.0;362.0;-8.127416610717773
362;1.0;363.0;-8.159122467041016
363;1.0;364.0;-8.44881820678711
364;1.0;365.0;-8.081684112548828
365;1.0;366.0;-7.49521017074585
366;1.0;367.0;-7.692832946777344
367;1.0;368.0;-8.772809028625488
368;1.0;369.0;-8.809771537780762
369;1.0;370.0;-9.53525447845459
370;1.0;371.0;-9.519118309020996
371;1.0;372.0;-10.43875503540039
372;1.0;373.0;-9.925256729125977
373;1.0;374.0;-9.09741497039795
374;1.0;375.0;-9.96815299987793
375;1.0;376.0;-10.543194770812988
376;1.0;377.0;-11.021392822265625
377;1.0;378.0;-10.558510780334473
378;1.0;379.0;-11.423589706420898
379;1.0;380.0;-11.618427276611328
380;1.0;381.0;-12.072391510009766
381;1.0;382.0;-11.3374662399292
382;1.0;383.0;-10.660252571105957
383;1.0;384.0;-11.582080841064453
384;1.0;385.0;-13.009600639343262
385;1.0;386.0;-12.591458320617676
386;1.0;387.0;-14.089313507080078
387;1.0;388.0;-13.084527015686035
388;1.0;389.0;-13.351537704467773
389;1.0;390.0;-13.909659385681152
390;1.0;391.0;-14.50195598602295
391;1.0;392.0;-14.970019340515137
392;1.0;393.0;-14.5364351272583
393;1.0;394.0;-14.373067855834961
394;1.0;395.0;-15.148893356323242
395;1.0;396.0;-15.143280982971191
396;1.0;397.0;-15.563557624816895
397;1.0;398.0;-15.553475379943848
398;1.0;399.0;-14.85412311553955
399;1.0;400.0;-15.289026260375977
400;1.0;401.0;-15.476404190063477
401;1.0;402.0;-18.06966209411621
402;1.0;403.0;-17.133913040161133
403;1.0;404.0;-20.082651138305664
404;1.0;405.0;-17.091562271118164
405;1.0;406.0;-16.379077911376953
406;1.0;407.0;-16.460947036743164
407;1.0;408.0;-18.121601104736328
408;1.0;409.0;-18.15477180480957
409;1.0;410.0;-19.2681884765625
410;1.0;411.0;-20.466718673706055
411;1.0;412.0;-19.306665420532227
412;1.0;413.0;-20.140804290771484
413;1.0;414.0;-18.216842651367188
414;1.0;415.0;-17.367813110351562
415;1.0;416.0;-20.164180755615234
416;1.0;417.0;-20.419376373291016
417;1.0;418.0;-20.96334457397461
418;1.0;419.0;-20.540498733520508
419;1.0;420.0;-20.549104690551758
420;1.0;421.0;-21.05203628540039
421;1.0;422.0;-20.626415252685547
422;1.0;423.0;-20.908355712890625
423;1.0;424.0;-22.179019927978516
424;1.0;425.0;-21.852060317993164
425;1.0;426.0;-21.442312240600586
426;1.0;427.0;-21.70986557006836
427;1.0;428.0;-22.386287689208984
428;1.0;429.0;-20.097721099853516
429;1.0;430.0;-21.85959243774414
430;1.0;431.0;-19.7985782623291
431;1.0;432.0;-20.518800735473633
432;1.0;433.0;-22.32720375061035
433;1.0;434.0;-21.89830780029297
434;1.0;435.0;-22.20964241027832
435;1.0;436.0;-21.838489532470703
436;1.0;437.0;-19.59440040588379
437;1.0;438.0;-20.71980094909668
438;1.0;439.0;-21.914546966552734
439;1.0;440.0;-22.352420806884766
440;1.0;441.0;-23.85781478881836
441;1.0;442.0;-23.678306579589844
442;1.0;443.0;-23.705472946166992
443;1.0;444.0;-23.468250274658203
444;1.0;445.0;-21.757678985595703
445;1.0;446.0;-21.478954315185547
446;1.0;447.0;-22.01496696472168
447;1.0;448.0;-22.353561401367188
448;1.0;449.0;-23.02593421936035
449;1.0;450.0;-22.774599075317383
450;1.0;451.0;-22.811079025268555
451;1.0;452.0;-21.539934158325195
452;1.0;453.0;-22.72586441040039
453;1.0;454.0;-19.598812103271484
454;1.0;455.0;-20.026613235473633
455;1.0;456.0;-21.504474639892578
456;1.0;457.0;-21.481042861938477
457;1.0;458.0;-20.476993560791016
458;1.0;459.0;-21.700407028198242
459;1.0;460.0;-19.613962173461914
460;1.0;461.0;-18.678293228149414
461;1.0;462.0;-19.187114715576172
462;1.0;463.0;-19.30611228942871
463;1.0;464.0;-19.070602416992188
464;1.0;465.0;-20.269378662109375
465;1.0;466.0;-19.238069534301758
466;1.0;467.0;-19.960172653198242
467;1.0;468.0;-19.04114532470703
468;1.0;469.0;-15.306951522827148
469;1.0;470.0;-14.224135398864746
470;1.0;471.0;-15.171039581298828
471;1.0;472.0;-16.8192081451416
472;1.0;473.0;-19.32175064086914
473;1.0;474.0;-20.4173526763916
474;1.0;475.0;-18.889806747436523
475;1.0;476.0;-19.4755859375
476;1.0;477.0;-19.916669845581055
477;1.0;478.0;-19.67439079284668
478;1.0;479.0;-20.534595489501953
479;1.0;480.0;-19.659072875976562
480;1.0;481.0;-19.472732543945312
481;1.0;482.0;-18.532997131347656
482;1.0;483.0;-20.52477264404297
483;1.0;484.0;-20.665390014648438
484;1.0;485.0;-19.96014976501465
485;1.0;486.0;-18.281078338623047
486;1.0;487.0;-19.897565841674805
487;1.0;488.0;-20.655311584472656
488;1.0;489.0;-21.62459945678711
489;1.0;490.0;-22.535627365112305
490;1.0;491.0;-22.719295501708984
491;1.0;492.0;-21.632339477539062
492;1.0;493.0;-22.50747299194336
493;1.0;494.0;-21.201784133911133
494;1.0;495.0;-18.26214027404785
495;1.0;496.0;-19.213232040405273
496;1.0;497.0;-20.213029861450195
497;1.0;498.0;-20.036039352416992
498;1.0;499.0;-21.5425968170166
